C10021449	http://appstore.huawei.com:80/app/C10021449	http://appstore.huawei.com:80/images/app_defult.png	音乐	华为音乐是华为手机上内置的系统音乐播放器，旨在为用户提供一站式的音乐体验服务。无需安装第三方音乐软件，即可享受来自互联网的海量音乐资源。  亮点介绍 【清新界面】沉浸式界面，播放界面随音乐色彩变幻； 【丰富内容】全面升级曲库，畅享随心音乐体验； 【桌面歌词】新增桌面歌词，支持字体、颜色调整； 【听歌识曲】一键搜索，好音乐不	C3466:酷狗音乐,C10220136:QQ音乐,C10191116:图片合成器,C5683:微信,C174391:百度云,C9319:QQ,C5373:支付宝,C39289:手机通信Whats…,C37161:YY,C10159654:更换字体管家(…,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺视频,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C5373	http://appstore.huawei.com:80/app/C5373	http://appstore.huawei.com:80/images/app_defult.png	支付宝	双旦红包送不停！  支付宝9.0是支付宝十一年来最大的一次蜕变，除了继续内置风靡全国的“余额宝”，还信用卡、转账、充话费、缴水电煤全部免费，新支付宝还提供了以你为中心的餐饮、生活服务、理财保险、场景关系等一系列全新服务 。在这里你可以享受消费打折、为家人建立亲情账户，跟好友建群互动......这将是一个3.5亿实名用户共同生活其中的一站式生活平台	C20252:京东,C34075:手机淘宝,C3382:百度地图,C10047107:滴滴出行,C174391:百度云,C55726:明星同款-一闪…,C2217:我查查,C10099655:铁路12306,C183901:WiFi信号增强…,C20911: 高德地图 ,C34075:手机淘宝,C5373:支付宝,C10049053:华为商城,C57804:天猫,C5206:美团,C10608:大众点评,C20252:京东,C31975:墨迹天气,C135323:灵犀语音助手,C9136:唯品会,
C27162	http://appstore.huawei.com:80/app/C27162	http://appstore.huawei.com:80/images/app_defult.png	华为应用市场	新版本特性： 1、分类页面改版，操作更便捷； 2、我的页面改版，美观又方便； 3、通知栏消息优化，多条合并成一条； 4、签到花瓣手动领取了，自2015-12-15日起，每天需在新版本的赚花瓣页面领取，届时旧版本将无法获取签到花瓣，请及时更新到新版本。   华为应用市场 --放心下，畅快玩！ 1、提供新鲜、	C20252:京东,C183901:WiFi信号增强…,C10047107:滴滴出行,C54626:铃声多多,C9319:QQ,C10114178:流量宝,C32569:优酷,C77434:违章查询助手,C2217:我查查,C37161:YY,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C5683	http://appstore.huawei.com:80/app/C5683	http://appstore.huawei.com:80/images/app_defult.png	微信	1.可以发语音、文字消息、表情、图片、视频30M流量可以收发上千条语音，省电省流量 2.朋友圈，跟朋友们分享生活点滴 3.摇一摇、查看附近的人，世界不再有陌生人 4.扫一扫，可以扫商品条码、图书封面、CD封面，甚至扫描英文单词来翻译成中文 5.公众帐号，用微信关注明星、看新闻、设提醒 6.游戏中心，和朋友们一起玩游戏 7.	C183901:WiFi信号增强…,C20252:京东,C9319:QQ,C3466:酷狗音乐,C34075:手机淘宝,C5373:支付宝,C10191116:图片合成器,C40224:相片组合 Phot…,C3382:百度地图,C10017070:高铁管家,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,C31575:139邮箱,
C9319	http://appstore.huawei.com:80/app/C9319	http://appstore.huawei.com:80/images/app_defult.png	QQ	QQ手机版，致力于打造欢乐无限的沟通、娱乐与生活体验——乐在沟通15年，聊天欢乐8亿人！ 【全新视觉，灵动呈现】 - 全新界面：化繁为简的架构，更加轻便自如，冰川蓝主题带来灵动清爽的视觉体验。 - 语音通话：支持2人语音通话、3人语音通话、一群人语音通话都高清流畅，快拉上小伙伴体验下，想聊多久聊多久哦！ - 视频聊天：可轻松开启视频通	C20252:京东,C5683:微信,C34075:手机淘宝,C5373:支付宝,C2217:我查查,C3466:酷狗音乐,C41529:万年历,C183901:WiFi信号增强…,C2682:搜狗输入法,C10220136:QQ音乐,C5683:微信,C9319:QQ,C7166:微博,C23563:陌陌,C10085602:花粉俱乐部,C37549:189邮箱,C2543:QQ同步助手,C19185:百度贴吧,C30467:飞信,C31575:139邮箱,
C20679	http://appstore.huawei.com:80/app/C20679	http://appstore.huawei.com:80/images/app_defult.png	QQ浏览器	产品特色： QQ浏览器安全、极速、省流量。 全新Blink内核，速度全面提升，带给您极速、流畅、稳定的上网体验； 集成腾讯安全管家安全检测，为网页浏览和购物支付、文件下载保驾护航。 全方位替您节省流量，妈妈再也不用担心你的流量账单了！  【游戏畅快玩】 游戏全：聚合全网火爆的游戏，独家预约首发精品游戏 种类多：	C183901:WiFi信号增强…,C174391:百度云,C10179513:单机斗地主,C20252:京东,C5683:微信,C54626:铃声多多,C3382:百度地图,C10059250:神庙逃亡2,C43397:百度浏览器,C2217:我查查,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C2002	http://appstore.huawei.com:80/app/C2002	http://appstore.huawei.com:80/images/app_defult.png	爱奇艺视频	爱奇艺视频:爱奇艺APP全网独播：奔跑吧兄弟3!  【最新推荐】 跑男3全网独播：娘娘孙俪霸气旋风踢超哥秒怂； 偶滴歌神啊2独播：选手呛声祖蓝吓坏娜姐； 废柴兄弟3VIP独播：王宁修睿大笑归来； 蜀山战纪3VIP独播：银杏夫妇爱恨两难； 大牌对王牌独播：白举纲领众快男互插刀青宇发糖； 长在面包树上的女人热播：唐嫣为你解答爱	C183901:WiFi信号增强…,C20252:京东,C10047107:滴滴出行,C43719:迅雷,C39289:手机通信Whats…,C32569:优酷,C5683:微信,C10220136:QQ音乐,C185099:个性彩铃,C22852:暴风影音,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺视频,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
C2022	http://appstore.huawei.com:80/app/C2022	http://appstore.huawei.com:80/images/app_defult.png	搜狐新闻	---推荐理由--- 每3个人中就有1个人在使用搜狐新闻了解天下资讯； 每1秒钟就有100万+人与你同时在搜狐新闻阅读新鲜事； 每1天就有100+个火爆自媒体入驻搜狐新闻。 涵盖热点新闻、娱乐、科技、财经、股票、社会、旅游、时尚、体育、军事、汽车、生活 、情感、星座…….你可随时分享新闻资讯到微博、微信、朋友圈、QQ空间等社交平台。<	C43442:新浪新闻,C77434:违章查询助手,C57236:今日头条,C183901:WiFi信号增强…,C19168:凤凰新闻,C5373:支付宝,C2034:天翼阅读,C6605:中华万年历,C10175435:布卡漫画,C104688:腾讯新闻,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C57236:今日头条,C179773:爱读掌阅,C2034:天翼阅读,C28837:ZAKER,C86189:爱动漫,C149006:塔读文学,C6092:书旗小说,
C10059090	http://appstore.huawei.com:80/app/C10059090	http://appstore.huawei.com:80/images/app_defult.png	华为游戏中心	华为游戏中心是华为公司提供的安卓游戏下载平台，所有游戏都经过专业的测评团队层层检测，为您推荐最安全质量最高的游戏内容， 目前我们有20万游戏聚众平台，个性化专题定制，和丰富多元的游戏礼包，还有游戏论坛供大家互动，华为游戏中心不单服务所有华为用户，还支持国内主流安卓机型。 新版本特性： 1、“我的”页面界面设计优化，新页面更简洁美观，常用功能	C183901:WiFi信号增强…,C20252:京东,C10138048:消灭星星2-粉碎…,C10114178:流量宝,C10237646:3D暴力飙车,C10191116:图片合成器,C54626:铃声多多,C10113531:保卫萝卜2,C23673:天籁K歌,C10134672:开心消消乐,C27162:华为应用市场,C66323:华为备份,C10055832:华为文件管理(…,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10060708:华为支付,C2682:搜狗输入法,
C57236	http://appstore.huawei.com:80/app/C57236	http://appstore.huawei.com:80/images/app_defult.png	今日头条	★用户量过3亿的新闻阅读客户端   ★占领AppStore新闻类榜首24个月   ★每天用户总在线时长超过7.2亿分钟   ★每天社交平台分享量达1000万次   ★5秒钟掌握你的新闻阅读兴趣点     你关心的，才是头条！《今日头条》会聪明地分析你的兴趣爱好，理解你的阅读行为，为你推荐	C4543:和讯财经,C43442:新浪新闻,C20252:京东,C2217:我查查,C19168:凤凰新闻,C183901:WiFi信号增强…,C41529:万年历,C3674:凤凰视频,C10251746:微看点,C32840:掌阅iReader,C2022:搜狐新闻,C9147:网易新闻,C104688:腾讯新闻,C57236:今日头条,C179773:爱读掌阅,C2034:天翼阅读,C28837:ZAKER,C86189:爱动漫,C149006:塔读文学,C6092:书旗小说,
C32569	http://appstore.huawei.com:80/app/C32569	http://appstore.huawei.com:80/images/app_defult.png	优酷	掌上大管家——专业创造价值，专注领跑行业，国内第一款专业的搬家神器； 掌上大管家——最新搬家神器，高端又易操作的搬家平台； 掌上大管家——最高效搬家神器，在最短时间内完成搬家预定； 掌上大管家—— 一款强大的掌上生活助手，解决最繁琐的搬家问题；	C20252:京东,C183901:WiFi信号增强…,C174391:百度云,C39289:手机通信Whats…,C10047107:滴滴出行,C23673:天籁K歌,C185099:个性彩铃,C57236:今日头条,C10141752:最美壁纸,C3466:酷狗音乐,C10021449:音乐,C3466:酷狗音乐,C2002:爱奇艺视频,C20960:搜狐视频,C32569:优酷,C29156:腾讯视频,C290:酷我音乐,C2068:多米音乐,C10162466:爱看4G视频,C22852:暴风影音,
